payment_id,customer_id,amount,timestamp,payment_status,failure_reason,attempt_number,payment_method,customer_lifetime_value,customer_total_payments,customer_success_rate,customer_failure_rate,average_payment,days_since_last_success,recovery_probability_ground_truth,recoverable,baseline_action,optimal_action,recovered,amount_recovered,split
PAY209887,C101762,6663.54,2026-06-29 09:49:55,failed,insufficient_funds,1,card,209537.98,27,0.8726,0.1274,8894.08,79,0.7339,1,retry,schedule_retry,1,6663.54,train
PAY209888,C100829,5974.65,2026-01-21 12:23:18,failed,network_error,1,card,239865.73,24,0.9298,0.0702,10749.52,22,0.8892,1,retry,schedule_retry,1,5974.65,train
PAY209889,C102346,18721.42,2026-03-30 13:53:12,failed,payment_method_invalid,1,upi,1213712.98,67,0.9188,0.0812,19716.72,30,0.4764,0,retry,send_payment_link,0,0.0,validation
PAY209890,C101656,9039.81,2026-01-03 06:19:10,failed,bank_decline,2,upi,126247.73,34,0.9295,0.0705,3994.6,42,0.4836,0,retry,send_payment_link,1,9039.81,train
PAY209891,C103525,11297.58,2026-03-19 21:16:54,failed,network_error,1,upi,240074.09,33,0.8788,0.1212,8278.48,56,0.8462,1,retry,schedule_retry,1,11297.58,validation
PAY209892,C100190,6033.69,2026-02-15 19:49:18,failed,insufficient_funds,1,card,121209.6,30,0.5661,0.4339,7136.7,46,0.5162,1,retry,send_payment_link,0,0.0,validation
PAY209893,C102863,1289.31,2026-03-26 20:44:12,failed,insufficient_funds,2,upi,925.47,1,0.8116,0.1884,1140.3,48,0.6735,0,retry,retry,1,1289.31,train
PAY209894,C102407,16282.5,2026-07-17 08:35:42,failed,insufficient_funds,2,card,126974.45,20,0.94,0.06,6753.98,34,0.64,0,retry,retry,1,16282.5,test
PAY209895,C100924,5872.46,2026-03-14 04:24:30,failed,expired_card,1,upi,15352.51,4,0.7007,0.2993,5477.53,101,0.364,0,retry,send_payment_link,1,5872.46,test
PAY209896,C101409,3756.9,2026-07-06 18:08:29,failed,expired_card,1,card,96473.19,20,0.9402,0.0598,5130.2,73,0.4449,1,retry,send_payment_link,1,3756.9,validation
PAY209897,C103437,9152.15,2026-01-07 17:13:43,failed,network_error,3,netbanking,91984.05,11,0.9359,0.0641,8935.3,66,0.6823,1,stop,stop,0,0.0,test
PAY209898,C101456,3227.16,2026-02-05 15:57:59,failed,bank_decline,2,netbanking,73824.7,33,0.8678,0.1322,2577.81,43,0.4252,0,retry,stop,0,0.0,train
PAY209899,C102656,5625.79,2026-06-13 14:31:10,failed,insufficient_funds,2,upi,31120.86,7,0.9143,0.0857,4862.42,110,0.6297,0,retry,retry,0,0.0,train
PAY209900,C102050,10369.63,2026-06-28 04:31:34,failed,insufficient_funds,1,upi,110812.43,29,0.6127,0.3873,6236.49,68,0.5453,0,retry,send_payment_link,0,0.0,test
PAY209901,C103580,19703.04,2026-06-09 15:04:55,failed,insufficient_funds,2,card,1140955.93,66,0.9086,0.0914,19026.66,44,0.7924,0,retry,schedule_retry,1,19703.04,train
PAY209902,C102642,3684.71,2026-04-13 02:06:55,failed,insufficient_funds,2,upi,129408.53,18,0.8593,0.1407,8366.59,119,0.6407,1,retry,retry,1,3684.71,train
PAY209903,C103337,27038.72,2026-07-23 07:00:58,failed,payment_method_invalid,1,upi,501952.03,24,0.9124,0.0876,22923.17,5,0.4792,0,retry,send_payment_link,1,27038.72,validation
PAY209904,C103614,4060.35,2026-03-30 05:31:00,failed,insufficient_funds,2,card,66025.76,22,0.8513,0.1487,3525.2,40,0.658,1,retry,retry,0,0.0,test
PAY209905,C100517,23108.51,2026-01-05 03:32:23,failed,insufficient_funds,1,card,1120107.75,57,0.9574,0.0426,20525.18,8,0.8797,1,retry,schedule_retry,0,0.0,validation
PAY209906,C103334,7184.64,2026-01-02 09:36:49,failed,authentication_failure,1,card,147477.9,18,0.8474,0.1526,9669.16,32,0.6008,1,retry,send_payment_link,1,7184.64,train
PAY209907,C103841,15875.35,2026-07-09 22:20:23,failed,network_error,2,upi,208198.08,29,0.9085,0.0915,7901.96,18,0.8547,1,retry,schedule_retry,1,15875.35,train
PAY209908,C100144,3400.06,2026-01-06 14:19:34,failed,insufficient_funds,2,wallet,146286.29,34,0.8648,0.1352,4974.93,5,0.6538,0,retry,retry,1,3400.06,train
PAY209909,C101817,2288.58,2026-01-23 15:07:47,failed,insufficient_funds,3,card,33925.58,12,0.8763,0.1237,3226.38,34,0.5656,0,stop,stop,0,0.0,train
PAY209910,C101019,11628.98,2026-04-27 19:25:49,failed,insufficient_funds,1,card,192677.49,17,0.8996,0.1004,12598.71,52,0.8104,1,retry,schedule_retry,1,11628.98,validation
PAY209911,C103930,9857.49,2026-07-28 18:25:40,failed,insufficient_funds,3,upi,174423.02,34,0.8279,0.1721,6196.57,36,0.5613,0,stop,stop,0,0.0,train
PAY209912,C101407,4160.76,2026-04-22 20:16:04,failed,expired_card,1,upi,4128.15,2,0.8012,0.1988,2576.14,115,0.4006,0,retry,send_payment_link,0,0.0,train
PAY209913,C100748,75811.65,2026-07-23 17:58:27,failed,network_error,1,netbanking,1900058.1,37,0.8475,0.1525,60593.19,30,0.95,1,retry,escalate,1,75811.65,train
PAY209914,C100382,34491.81,2026-04-19 07:56:03,failed,insufficient_funds,1,upi,1631774.39,65,0.995,0.005,25230.37,46,0.98,1,retry,schedule_retry,1,34491.81,validation
PAY209915,C103173,17235.71,2026-07-25 12:50:28,failed,authentication_failure,1,upi,532435.13,28,0.6994,0.3006,27190.26,18,0.4385,0,retry,stop,0,0.0,train
PAY209916,C100235,30521.11,2026-02-22 16:09:06,failed,insufficient_funds,2,upi,1275499.22,25,0.9221,0.0779,55331.78,20,0.7755,1,retry,schedule_retry,1,30521.11,validation
PAY209917,C101219,1824.61,2026-03-22 02:45:36,failed,network_error,1,card,6873.12,4,0.8268,0.1732,2078.33,24,0.9171,1,retry,schedule_retry,1,1824.61,validation
PAY209918,C102217,12822.83,2026-01-06 14:08:18,failed,insufficient_funds,2,netbanking,165140.49,24,0.7316,0.2684,9405.12,37,0.5285,1,retry,send_payment_link,1,12822.83,test
PAY209919,C100179,14418.97,2026-06-04 01:56:17,failed,insufficient_funds,1,upi,240757.64,24,0.9572,0.0428,10479.95,80,0.863,1,retry,schedule_retry,1,14418.97,train
PAY209920,C100699,4841.17,2026-05-02 13:49:24,failed,bank_decline,2,netbanking,98240.0,18,0.8317,0.1683,6562.31,24,0.5198,0,retry,send_payment_link,0,0.0,train
PAY209921,C103976,2370.42,2026-04-08 23:15:56,failed,insufficient_funds,1,wallet,13069.86,5,0.7833,0.2167,3337.03,9,0.7473,0,retry,schedule_retry,0,0.0,train
PAY209922,C101831,7696.18,2026-07-08 23:49:33,failed,insufficient_funds,1,wallet,113576.53,34,0.6534,0.3466,5112.57,77,0.5332,0,retry,send_payment_link,0,0.0,train
PAY209923,C101214,19772.88,2026-03-14 22:20:34,failed,bank_decline,1,card,311850.43,18,0.9365,0.0635,18499.35,32,0.5681,1,retry,send_payment_link,0,0.0,train
PAY209924,C103479,1884.11,2026-06-18 00:11:19,failed,authentication_failure,1,netbanking,49968.09,14,0.9174,0.0826,3890.55,14,0.6265,1,retry,retry,1,1884.11,train
PAY209925,C100322,8880.57,2026-04-06 11:34:04,failed,bank_decline,1,upi,113177.58,9,0.9554,0.0446,13161.83,20,0.6332,1,retry,retry,0,0.0,test
PAY209926,C101056,9663.79,2026-03-16 08:27:36,failed,insufficient_funds,1,netbanking,172681.98,35,0.605,0.395,8154.64,43,0.5496,1,retry,send_payment_link,0,0.0,train
PAY209927,C103441,6265.88,2026-02-25 18:22:55,failed,network_error,2,wallet,14749.39,2,0.777,0.223,9490.88,29,0.7565,1,retry,schedule_retry,1,6265.88,train
PAY209928,C103011,38491.75,2026-03-27 00:41:07,failed,network_error,1,card,1337367.65,25,0.9847,0.0153,54323.68,38,0.98,1,retry,schedule_retry,1,38491.75,validation
PAY209929,C101728,2523.99,2026-04-06 16:48:49,failed,network_error,3,upi,12959.23,5,0.7369,0.2631,3517.06,20,0.6577,1,stop,stop,0,0.0,train
PAY209930,C103923,13843.31,2026-06-22 07:43:42,failed,network_error,1,card,51140.33,8,0.6272,0.3728,10191.75,47,0.7159,1,retry,retry,1,13843.31,train
PAY209931,C102305,4318.72,2026-04-20 07:26:31,failed,bank_decline,3,card,59552.59,16,0.859,0.141,4333.15,50,0.3219,1,stop,stop,0,0.0,train
PAY209932,C102981,4354.8,2026-03-12 21:22:21,failed,payment_method_invalid,2,netbanking,59575.24,26,0.9461,0.0539,2421.9,58,0.2932,0,retry,send_payment_link,0,0.0,train
PAY209933,C103939,2057.65,2026-07-28 22:08:23,failed,authentication_failure,2,netbanking,6882.67,4,0.7197,0.2803,2390.97,22,0.3965,0,retry,stop,0,0.0,validation
PAY209934,C102017,7933.0,2026-01-07 19:22:00,failed,insufficient_funds,2,card,6953.53,1,0.8142,0.1858,8540.77,35,0.6902,0,retry,retry,1,7933.0,train
PAY209935,C101922,5175.76,2026-04-30 17:17:15,failed,authentication_failure,1,card,75207.51,19,0.8598,0.1402,4603.82,38,0.6446,1,retry,retry,0,0.0,train
PAY209936,C102654,2671.97,2026-05-08 02:39:29,failed,network_error,1,card,43657.21,16,0.8206,0.1794,3324.94,69,0.852,1,retry,schedule_retry,0,0.0,validation
PAY209937,C100268,2896.15,2026-02-04 10:33:50,failed,authentication_failure,2,card,11761.02,3,0.7736,0.2264,5067.53,30,0.5135,0,retry,send_payment_link,1,2896.15,train
PAY209938,C101714,15676.28,2026-04-28 13:49:05,failed,bank_decline,2,wallet,465662.25,29,0.9054,0.0946,17735.07,28,0.4839,0,retry,send_payment_link,1,15676.28,train
PAY209939,C102764,1389.42,2026-01-15 15:52:29,failed,expired_card,1,card,2723.77,2,0.7542,0.2458,1805.64,16,0.3927,0,retry,send_payment_link,1,1389.42,train
PAY209940,C101515,3116.34,2026-07-05 19:32:39,failed,network_error,1,upi,78012.35,29,0.8258,0.1742,3257.73,28,0.9197,1,retry,schedule_retry,1,3116.34,train
PAY209941,C102842,13752.7,2026-04-27 17:46:45,failed,expired_card,3,card,374252.56,25,0.8829,0.1171,16955.53,87,0.2195,0,stop,stop,0,0.0,test
PAY209942,C101613,11901.96,2026-03-28 09:58:11,failed,bank_decline,2,card,114490.49,12,0.9386,0.0614,10165.03,24,0.4842,1,retry,send_payment_link,1,11901.96,test
PAY209943,C100776,1054.52,2026-01-18 19:55:28,failed,bank_decline,1,card,33766.44,30,0.9437,0.0563,1192.75,13,0.5868,1,retry,send_payment_link,0,0.0,train
PAY209944,C100585,5196.98,2026-07-13 02:26:54,failed,bank_decline,1,upi,133158.6,16,0.9096,0.0904,9149.21,17,0.6153,1,retry,send_payment_link,1,5196.98,train
PAY209945,C102181,10404.67,2026-05-26 08:18:46,failed,insufficient_funds,1,card,61359.75,9,0.527,0.473,12938.07,15,0.5412,1,retry,send_payment_link,0,0.0,train
PAY209946,C100774,8926.16,2026-01-31 19:15:30,failed,bank_decline,1,card,52040.52,5,0.7655,0.2345,13596.02,14,0.5567,1,retry,send_payment_link,1,8926.16,train
PAY209947,C101476,29533.27,2026-01-11 20:39:46,failed,insufficient_funds,1,card,281148.4,21,0.8882,0.1118,15073.63,31,0.8276,0,retry,schedule_retry,1,29533.27,validation
PAY209948,C102079,2909.21,2026-02-26 12:14:40,failed,insufficient_funds,2,card,4602.0,2,0.8038,0.1962,2862.69,104,0.6062,1,retry,send_payment_link,0,0.0,train
PAY209949,C100199,8625.96,2026-07-08 08:17:45,failed,bank_decline,3,netbanking,202211.83,34,0.8708,0.1292,6829.61,40,0.3957,0,stop,stop,0,0.0,test
PAY209950,C101681,32842.12,2026-01-13 21:38:24,failed,network_error,2,upi,507314.77,16,0.9336,0.0664,33962.85,67,0.9182,0,retry,schedule_retry,1,32842.12,train
PAY209951,C101246,20797.54,2026-05-21 03:13:37,failed,insufficient_funds,1,netbanking,235697.87,23,0.9362,0.0638,10946.03,21,0.7657,1,retry,schedule_retry,1,20797.54,train
PAY209952,C101255,37108.28,2026-01-24 17:46:27,failed,insufficient_funds,3,netbanking,1624873.04,31,0.9085,0.0915,57694.73,31,0.6552,1,stop,stop,0,0.0,train
PAY209953,C103638,28749.93,2026-05-04 19:24:38,failed,network_error,2,upi,1944761.79,59,0.8691,0.1309,37928.12,67,0.8951,1,retry,schedule_retry,1,28749.93,train
PAY209954,C103699,12068.57,2026-02-22 05:31:29,failed,payment_method_invalid,1,card,235913.29,32,0.9018,0.0982,8175.14,30,0.4037,1,retry,send_payment_link,0,0.0,test
PAY209955,C101200,4373.67,2026-07-23 17:23:12,failed,bank_decline,1,card,78691.62,16,0.9382,0.0618,5242.43,65,0.5528,1,retry,send_payment_link,0,0.0,train
PAY209956,C103523,7949.01,2026-04-09 21:27:31,failed,authentication_failure,1,card,321194.64,33,0.9423,0.0577,10328.74,6,0.6352,1,retry,retry,1,7949.01,test
PAY209957,C100892,2293.73,2026-02-09 17:02:48,failed,network_error,1,upi,60779.99,24,0.9071,0.0929,2791.8,27,0.9451,1,retry,schedule_retry,1,2293.73,test
PAY209958,C101387,22603.2,2026-01-15 04:14:22,failed,insufficient_funds,2,card,153023.25,15,0.8874,0.1126,11495.47,20,0.7002,1,retry,retry,1,22603.2,train
PAY209959,C103763,6023.7,2026-07-16 08:37:25,failed,insufficient_funds,1,upi,42057.84,15,0.9521,0.0479,2944.99,8,0.8108,0,retry,schedule_retry,1,6023.7,test
PAY209960,C100406,16107.2,2026-07-27 12:43:16,failed,network_error,2,netbanking,113846.53,9,0.9064,0.0936,13955.33,37,0.7967,0,retry,schedule_retry,1,16107.2,train
PAY209961,C101529,21835.9,2026-01-11 22:39:18,failed,payment_method_invalid,1,netbanking,368990.56,20,0.9051,0.0949,20383.19,35,0.3121,0,retry,send_payment_link,0,0.0,train
PAY209962,C103220,5046.84,2026-01-08 18:34:32,failed,network_error,1,card,55077.11,16,0.8973,0.1027,3836.48,20,0.8989,1,retry,schedule_retry,1,5046.84,validation
PAY209963,C103762,2084.68,2026-01-12 09:46:54,failed,network_error,1,netbanking,4228.13,3,0.7756,0.2244,1817.1,38,0.9297,1,retry,schedule_retry,1,2084.68,train
PAY209964,C103794,6627.56,2026-03-18 04:09:21,failed,expired_card,2,upi,72034.44,13,0.8891,0.1109,6232.23,74,0.3618,1,retry,send_payment_link,0,0.0,train
PAY209965,C103520,5124.57,2026-02-27 17:52:23,failed,expired_card,1,card,77473.1,14,0.9223,0.0777,5999.99,10,0.5447,0,retry,send_payment_link,0,0.0,train
PAY209966,C103857,4563.67,2026-01-27 05:29:09,failed,bank_decline,2,netbanking,129120.49,25,0.9123,0.0877,5661.06,22,0.4859,1,retry,send_payment_link,1,4563.67,test
PAY209967,C101881,8523.2,2026-07-07 03:26:57,failed,network_error,1,upi,199844.07,30,0.9298,0.0702,7164.51,49,0.9294,1,retry,schedule_retry,1,8523.2,test
PAY209968,C101292,6973.5,2026-01-20 04:16:18,failed,payment_method_invalid,3,card,177735.24,27,0.9911,0.0089,6642.07,13,0.2426,0,stop,stop,0,0.0,train
PAY209969,C101539,9508.39,2026-02-11 07:45:38,failed,network_error,2,card,61283.09,11,0.9796,0.0204,5687.09,68,0.8732,1,retry,schedule_retry,1,9508.39,train
PAY209970,C100482,3451.09,2026-02-02 21:21:21,failed,network_error,1,card,91586.05,28,0.8657,0.1343,3778.55,20,0.9033,1,retry,schedule_retry,0,0.0,validation
PAY209971,C100550,1106.74,2026-04-13 23:35:10,failed,authentication_failure,1,card,25141.55,19,0.8649,0.1351,1529.94,16,0.5664,0,retry,send_payment_link,0,0.0,train
PAY209972,C103894,6459.42,2026-06-09 15:06:55,failed,payment_method_invalid,1,card,157230.31,25,0.5839,0.4161,10771.74,43,0.1396,0,retry,send_payment_link,0,0.0,train
PAY209973,C100762,950.69,2026-06-13 13:15:44,failed,payment_method_invalid,2,card,3722.69,4,0.7482,0.2518,1243.95,53,0.2186,0,retry,send_payment_link,0,0.0,test
PAY209974,C102465,9231.03,2026-07-22 22:35:30,failed,bank_decline,2,card,429855.86,29,0.9707,0.0293,15269.84,24,0.6294,0,retry,retry,0,0.0,train
PAY209975,C100929,65852.41,2026-04-29 05:23:36,failed,authentication_failure,2,card,2535277.26,61,0.9431,0.0569,44069.15,15,0.5953,0,retry,escalate,0,0.0,train
PAY209976,C102656,4190.18,2026-02-20 06:04:05,failed,insufficient_funds,1,upi,31120.86,7,0.9143,0.0857,4862.42,110,0.7839,1,retry,schedule_retry,1,4190.18,validation
PAY209977,C101881,5476.15,2026-05-26 16:22:29,failed,authentication_failure,3,upi,199844.07,30,0.9298,0.0702,7164.51,49,0.426,1,stop,stop,0,0.0,test
PAY209978,C100420,26041.66,2026-06-19 01:24:08,failed,expired_card,3,upi,289120.18,14,0.938,0.062,22016.23,7,0.3403,1,stop,stop,0,0.0,validation
PAY209979,C101488,87855.91,2026-03-12 03:53:50,failed,network_error,1,netbanking,1502481.27,34,0.995,0.005,44412.69,52,0.9647,1,retry,escalate,1,87855.91,train
PAY209980,C102922,2168.79,2026-05-22 09:17:52,failed,insufficient_funds,1,card,7710.16,4,0.7654,0.2346,2518.22,28,0.724,0,retry,schedule_retry,0,0.0,validation
PAY209981,C103201,4523.58,2026-06-04 19:53:46,failed,expired_card,1,card,157124.6,35,0.6673,0.3327,6727.61,27,0.373,1,retry,send_payment_link,0,0.0,train
PAY209982,C101158,5258.15,2026-01-25 14:25:55,failed,network_error,1,card,187993.37,34,0.9156,0.0844,6039.03,6,0.9393,1,retry,schedule_retry,1,5258.15,train
PAY209983,C101186,3172.95,2026-07-16 18:29:35,failed,payment_method_invalid,2,card,162660.29,29,0.9223,0.0777,6081.35,140,0.1309,0,retry,send_payment_link,0,0.0,train
PAY209984,C102918,9989.26,2026-06-26 06:56:19,failed,authentication_failure,1,upi,19448.81,3,0.7771,0.2229,8342.6,27,0.6095,1,retry,send_payment_link,0,0.0,train
PAY209985,C101698,9579.54,2026-03-29 04:47:09,failed,authentication_failure,2,card,59989.87,12,0.6386,0.3614,7827.99,96,0.376,1,retry,stop,0,0.0,train
PAY209986,C100280,3001.99,2026-06-08 08:23:34,failed,network_error,1,upi,6079.91,2,0.8683,0.1317,3501.08,41,0.8858,1,retry,schedule_retry,1,3001.99,validation
PAY209987,C100490,5471.67,2026-03-17 07:36:29,failed,expired_card,2,card,161169.01,20,0.995,0.005,8098.94,34,0.4329,1,retry,send_payment_link,0,0.0,train
PAY209988,C101494,12004.11,2026-06-30 09:28:54,failed,expired_card,2,card,156742.98,33,0.9166,0.0834,5181.75,55,0.3781,0,retry,send_payment_link,0,0.0,validation
PAY209989,C101084,6617.32,2026-05-03 18:13:24,failed,network_error,1,card,201716.4,28,0.708,0.292,10175.41,60,0.7629,1,retry,schedule_retry,1,6617.32,train
PAY209990,C100475,4662.18,2026-03-13 05:35:23,failed,insufficient_funds,1,upi,174925.36,34,0.8487,0.1513,6062.06,20,0.7577,1,retry,schedule_retry,0,0.0,train
PAY209991,C103132,3004.27,2026-02-20 09:03:13,failed,expired_card,1,card,4632.95,2,0.7803,0.2197,2968.61,79,0.4116,0,retry,send_payment_link,1,3004.27,test
PAY209992,C101835,7693.74,2026-05-18 20:05:14,failed,network_error,1,card,4742.13,1,0.8331,0.1669,5692.35,46,0.8462,1,retry,schedule_retry,1,7693.74,train
PAY209993,C102828,33028.21,2026-04-02 12:54:16,failed,insufficient_funds,1,card,1628940.74,51,0.9174,0.0826,34816.8,11,0.9082,1,retry,schedule_retry,1,33028.21,test
PAY209994,C100007,61537.98,2026-03-07 01:20:28,failed,insufficient_funds,1,card,1390971.15,23,0.995,0.005,60780.91,78,0.844,1,retry,escalate,1,61537.98,train
PAY209995,C101608,9890.74,2026-04-22 00:57:17,failed,network_error,1,card,132028.29,18,0.9187,0.0813,7983.7,34,0.98,1,retry,schedule_retry,1,9890.74,train
PAY209996,C101912,30773.26,2026-05-16 07:59:39,failed,bank_decline,2,card,209825.37,34,0.6159,0.3841,10020.7,66,0.2981,0,retry,stop,0,0.0,train
PAY209997,C102309,21223.37,2026-07-05 03:31:16,failed,insufficient_funds,1,netbanking,1326125.24,55,0.9276,0.0724,25992.71,20,0.8478,1,retry,schedule_retry,1,21223.37,train
PAY209998,C103872,2470.38,2026-01-07 11:50:05,failed,bank_decline,1,netbanking,6856.84,3,0.774,0.226,2953.06,53,0.5446,0,retry,send_payment_link,0,0.0,train
PAY209999,C101833,4756.54,2026-04-18 23:59:22,failed,payment_method_invalid,1,wallet,4063.43,1,0.8227,0.1773,4939.14,35,0.3474,1,retry,send_payment_link,1,4756.54,test
PAY210000,C101957,1753.48,2026-07-02 15:36:21,failed,bank_decline,1,netbanking,2330.14,2,0.8427,0.1573,1382.58,3,0.509,0,retry,send_payment_link,0,0.0,test
PAY210001,C103580,46046.74,2026-03-29 01:37:09,failed,bank_decline,2,upi,1140955.93,66,0.9086,0.0914,19026.66,44,0.551,1,retry,send_payment_link,0,0.0,train
PAY210002,C101593,7992.41,2026-03-08 01:00:04,failed,insufficient_funds,1,card,84556.86,11,0.9252,0.0748,8308.18,44,0.7745,1,retry,schedule_retry,0,0.0,test
PAY210003,C101578,3408.46,2026-02-10 00:37:51,failed,network_error,1,card,13052.17,8,0.5812,0.4188,2807.02,29,0.6237,1,retry,retry,0,0.0,train
PAY210004,C100639,13710.24,2026-04-01 18:16:03,failed,bank_decline,2,upi,464707.78,16,0.995,0.005,29190.19,13,0.6305,1,retry,retry,1,13710.24,train
PAY210005,C102888,2106.1,2026-01-09 05:51:26,failed,authentication_failure,1,upi,7185.15,5,0.6979,0.3021,2059.0,112,0.532,0,retry,send_payment_link,1,2106.1,train
PAY210006,C100077,3486.2,2026-04-03 05:21:53,failed,authentication_failure,1,card,26275.85,8,0.9375,0.0625,3503.45,63,0.6362,1,retry,retry,1,3486.2,train
PAY210007,C100874,10615.35,2026-05-16 10:47:48,failed,network_error,1,wallet,80946.48,11,0.9903,0.0097,7430.62,19,0.9787,1,retry,schedule_retry,1,10615.35,train
PAY210008,C101672,25766.88,2026-01-17 12:28:07,failed,insufficient_funds,1,card,1390659.05,46,0.979,0.021,30881.35,74,0.8835,1,retry,schedule_retry,1,25766.88,train
PAY210009,C101736,22860.85,2026-01-07 01:32:11,failed,expired_card,1,upi,1486820.09,45,0.9422,0.0578,35067.15,16,0.6081,0,retry,send_payment_link,1,22860.85,validation
PAY210010,C100154,13573.2,2026-03-17 21:58:41,failed,payment_method_invalid,1,card,20695.07,2,0.8262,0.1738,12524.75,13,0.2454,0,retry,send_payment_link,1,13573.2,test
PAY210011,C102117,1580.14,2026-05-25 16:16:11,failed,payment_method_invalid,1,netbanking,4374.09,2,0.802,0.198,2726.96,80,0.297,0,retry,send_payment_link,0,0.0,train
PAY210012,C103887,42575.54,2026-02-14 12:29:15,failed,payment_method_invalid,1,upi,3316771.68,60,0.98,0.02,56406.23,43,0.4888,0,retry,send_payment_link,1,42575.54,train
PAY210013,C100418,11009.98,2026-05-24 22:05:14,failed,insufficient_funds,1,upi,17395.74,2,0.8054,0.1946,10800.07,49,0.7488,1,retry,schedule_retry,1,11009.98,train
PAY210014,C101974,2135.8,2026-02-01 23:20:48,failed,authentication_failure,1,card,17813.59,5,0.721,0.279,4941.63,23,0.5178,0,retry,send_payment_link,1,2135.8,train
PAY210015,C102349,3512.96,2026-02-10 01:26:01,failed,insufficient_funds,1,upi,8911.26,3,0.7732,0.2268,3841.85,71,0.6857,0,retry,retry,1,3512.96,test
PAY210016,C101296,11195.36,2026-05-01 20:30:38,failed,insufficient_funds,1,upi,5061.95,1,0.7862,0.2138,6438.71,12,0.7443,1,retry,schedule_retry,1,11195.36,validation
PAY210017,C102298,1372.31,2026-05-09 15:34:46,failed,expired_card,2,upi,3637.56,2,0.7541,0.2459,2411.7,6,0.3408,0,retry,send_payment_link,0,0.0,train
PAY210018,C101363,4537.37,2026-06-13 13:12:00,failed,insufficient_funds,2,upi,9050.23,2,0.7851,0.2149,5763.48,15,0.612,0,retry,send_payment_link,0,0.0,train
PAY210019,C100635,1651.6,2026-07-10 01:35:07,failed,network_error,4,card,4403.86,4,0.8191,0.1809,1344.18,52,0.6202,0,stop,stop,0,0.0,train
PAY210020,C103361,5273.19,2026-04-19 14:30:11,failed,insufficient_funds,2,upi,51645.66,15,0.8686,0.1314,3963.93,30,0.656,1,retry,retry,1,5273.19,train
PAY210021,C103994,2810.36,2026-03-28 08:45:23,failed,insufficient_funds,1,netbanking,69032.93,30,0.8356,0.1644,2753.94,17,0.743,1,retry,schedule_retry,1,2810.36,train
PAY210022,C101543,4392.54,2026-07-12 21:27:22,failed,insufficient_funds,2,wallet,7198.81,2,0.7677,0.2323,4688.49,75,0.6144,1,retry,send_payment_link,1,4392.54,train
PAY210023,C100369,110975.21,2026-07-03 03:20:18,failed,bank_decline,1,card,4085671.24,66,0.995,0.005,62215.19,40,0.5484,1,retry,escalate,1,110975.21,train
PAY210024,C100654,96315.47,2026-06-06 00:59:23,failed,network_error,1,card,3979418.55,49,0.9084,0.0916,89404.49,7,0.8396,1,retry,escalate,1,96315.47,test
PAY210025,C103581,19056.02,2026-02-24 05:40:52,failed,bank_decline,1,card,1494129.5,60,0.9025,0.0975,27593.29,29,0.6499,0,retry,retry,1,19056.02,train
PAY210026,C103523,10772.35,2026-01-31 10:13:16,failed,expired_card,1,upi,321194.64,33,0.9423,0.0577,10328.74,6,0.5197,0,retry,send_payment_link,0,0.0,train
PAY210027,C101966,10527.99,2026-07-02 15:40:53,failed,insufficient_funds,3,card,263563.68,24,0.995,0.005,11037.01,13,0.7378,1,stop,schedule_retry,1,10527.99,validation
PAY210028,C103485,39289.1,2026-04-10 16:33:48,failed,authentication_failure,2,card,1363720.62,31,0.9603,0.0397,45808.71,43,0.6199,1,retry,send_payment_link,0,0.0,train
PAY210029,C100890,1450.07,2026-07-29 15:53:18,failed,insufficient_funds,1,upi,59355.41,26,0.8741,0.1259,2611.79,31,0.7969,1,retry,schedule_retry,1,1450.07,validation
PAY210030,C101601,727.19,2026-06-05 03:04:15,failed,authentication_failure,1,netbanking,2712.01,5,0.744,0.256,729.0,68,0.5739,1,retry,send_payment_link,0,0.0,validation
PAY210031,C100451,13394.9,2026-03-11 19:30:29,failed,payment_method_invalid,2,upi,387283.62,36,0.9848,0.0152,10924.35,16,0.3559,1,retry,send_payment_link,0,0.0,train
PAY210032,C102179,22690.25,2026-07-25 21:21:32,failed,payment_method_invalid,1,card,338463.38,31,0.6257,0.3743,17448.8,6,0.1634,0,retry,send_payment_link,1,22690.25,train
PAY210033,C102797,3172.39,2026-01-01 15:59:45,failed,bank_decline,2,card,77297.7,26,0.9408,0.0592,3160.06,66,0.5228,1,retry,send_payment_link,1,3172.39,train
PAY210034,C103846,38140.63,2026-05-04 12:58:20,failed,expired_card,2,card,1398917.35,40,0.9284,0.0716,37668.96,62,0.4318,1,retry,send_payment_link,1,38140.63,train
PAY210035,C103017,3505.06,2026-07-15 12:32:12,failed,insufficient_funds,1,card,12690.59,4,0.7441,0.2559,4263.92,14,0.6877,1,retry,retry,0,0.0,train
PAY210036,C102659,13798.9,2026-07-14 13:57:56,failed,payment_method_invalid,1,netbanking,281896.91,33,0.8687,0.1313,9833.54,12,0.3341,1,retry,send_payment_link,1,13798.9,validation
PAY210037,C102693,5380.02,2026-07-22 04:23:36,failed,insufficient_funds,2,upi,60806.44,13,0.5734,0.4266,8156.99,30,0.43,1,retry,stop,0,0.0,validation
PAY210038,C102516,10014.49,2026-06-20 13:49:02,failed,bank_decline,2,card,46944.54,5,0.7812,0.2188,12017.86,21,0.3839,0,retry,stop,0,0.0,validation
