customer_id,segment,customer_lifetime_value,customer_total_payments,customer_success_rate,customer_failure_rate,average_payment,days_since_last_success
C101965,new,11334.21,5,0.7714,0.2286,2938.49,57
C101966,high_value,263563.68,24,0.995,0.005,11037.01,13
C101967,high_value,1976282.22,48,0.9406,0.0594,43774.59,21
C101968,regular,89988.35,15,0.995,0.005,6029.37,21
C101969,regular,195106.2,31,0.995,0.005,6325.38,57
C101970,regular,123072.25,20,0.9227,0.0773,6669.19,36
C101971,at_risk,93473.03,20,0.6449,0.3551,7247.47,13
C101972,high_value,1203000.42,65,0.995,0.005,18600.7,69
C101973,regular,54329.34,9,0.8566,0.1434,7047.35,19
C101974,new,17813.59,5,0.721,0.279,4941.63,23
C101975,regular,51247.98,13,0.9665,0.0335,4078.63,16
C101976,regular,250874.25,25,0.9223,0.0777,10880.03,38
C101977,at_risk,49358.83,23,0.6098,0.3902,3519.2,26
C101978,high_value,696248.89,15,0.9605,0.0395,48325.42,82
C101979,regular,111053.54,19,0.8026,0.1974,7282.23,37
C101980,high_value,3878169.15,63,0.9514,0.0486,64701.12,17
C101981,regular,66671.5,12,0.8761,0.1239,6341.6,34
C101982,high_value,612865.03,48,0.995,0.005,12832.18,90
C101983,regular,89450.91,29,0.9548,0.0452,3230.61,12
C101984,regular,56661.31,9,0.936,0.064,6726.53,48
C101985,at_risk,192424.62,38,0.6378,0.3622,7939.54,6
C101986,regular,23201.16,12,0.8426,0.1574,2294.55,79
C101987,regular,83999.64,19,0.9366,0.0634,4720.41,24
C101988,at_risk,74945.0,7,0.6483,0.3517,16514.04,16
C101989,new,3899.34,1,0.836,0.164,4664.1,86
C101990,new,2063.13,1,0.8753,0.1247,2357.0,32
C101991,regular,27834.84,7,0.8338,0.1662,4768.82,33
C101992,regular,115486.64,17,0.8925,0.1075,7611.42,24
C101993,new,15771.08,4,0.7466,0.2534,5280.98,25
C101994,regular,536807.37,32,0.9178,0.0822,18278.39,5
C101995,high_value,1289683.18,33,0.9606,0.0394,40684.14,47
C101996,regular,264252.52,33,0.8995,0.1005,8902.67,10
C101997,regular,427376.97,31,0.9562,0.0438,14417.22,63
C101998,high_value,3058382.97,55,0.9104,0.0896,61077.27,14
C101999,regular,120007.2,15,0.8631,0.1369,9268.94,36
C102000,high_value,2305024.74,48,0.9139,0.0861,52544.95,21
C102001,regular,75505.24,7,0.8938,0.1062,12068.29,24
C102002,at_risk,180942.15,12,0.5647,0.4353,26701.17,28
C102003,regular,475231.76,29,0.9078,0.0922,18051.38,42
C102004,new,1956.33,1,0.7726,0.2274,2532.29,85
C102005,high_value,499123.35,57,0.9246,0.0754,9470.57,24
C102006,regular,66014.26,16,0.9493,0.0507,4346.16,4
C102007,new,8213.54,4,0.7773,0.2227,2641.61,73
C102008,new,10249.86,5,0.8278,0.1722,2476.35,52
C102009,regular,102026.11,27,0.9012,0.0988,4192.91,13
C102010,new,22744.71,4,0.7789,0.2211,7300.16,11
C102011,regular,74764.08,9,0.8847,0.1153,9390.03,44
C102012,new,4547.92,2,0.7797,0.2203,2916.52,38
C102013,regular,152773.79,25,0.9421,0.0579,6486.86,99
C102014,regular,150449.86,23,0.8915,0.1085,7337.49,47
C102015,regular,169317.1,32,0.9333,0.0667,5669.13,20
C102016,regular,32719.46,8,0.8734,0.1266,4682.63,17
C102017,new,6953.53,1,0.8142,0.1858,8540.77,35
C102018,regular,238180.68,17,0.8839,0.1161,15850.84,6
C102019,regular,114455.0,34,0.9483,0.0517,3549.75,8
C102020,regular,147117.47,17,0.9127,0.0873,9481.27,12
C102021,new,37862.84,4,0.8484,0.1516,11156.57,20
C102022,new,1576.54,1,0.7281,0.2719,2165.38,32
C102023,regular,182891.59,25,0.8436,0.1564,8672.25,50
C102024,regular,24062.94,10,0.8823,0.1177,2727.39,76
C102025,regular,94204.93,27,0.8477,0.1523,4115.96,67
C102026,high_value,319991.39,19,0.8978,0.1022,18759.28,60
C102027,regular,55049.58,13,0.938,0.062,4514.63,23
C102028,regular,177478.34,22,0.9098,0.0902,8866.88,17
C102029,regular,146291.77,31,0.8884,0.1116,5311.81,43
C102030,new,1199.24,3,0.7626,0.2374,524.2,45
C102031,regular,136908.7,25,0.8831,0.1169,6201.11,13
C102032,regular,54525.94,19,0.9843,0.0157,2915.66,28
C102033,regular,225335.21,11,0.8769,0.1231,23360.66,16
C102034,new,14917.01,3,0.7205,0.2795,6901.19,8
C102035,high_value,265723.77,18,0.995,0.005,14836.61,41
C102036,at_risk,176403.98,34,0.6103,0.3897,8501.44,59
C102037,new,9771.96,4,0.8717,0.1283,2802.41,93
C102038,regular,89867.25,15,0.8863,0.1137,6759.57,29
C102039,high_value,1990453.66,50,0.995,0.005,40009.12,6
C102040,regular,245985.31,30,0.9587,0.0413,8552.75,103
C102041,high_value,1093294.69,31,0.9365,0.0635,37657.31,109
C102042,regular,50786.19,12,0.8766,0.1234,4828.12,174
C102043,at_risk,233177.82,23,0.6534,0.3466,15516.93,131
C102044,at_risk,33483.35,5,0.6459,0.3541,10368.45,39
C102045,new,2856.35,2,0.7165,0.2835,1993.2,33
C102046,regular,97514.7,25,0.8592,0.1408,4539.68,55
C102047,regular,296242.93,20,0.7959,0.2041,18611.48,9
C102048,new,7703.71,4,0.8068,0.1932,2387.14,19
C102049,regular,30517.88,15,0.8982,0.1018,2265.07,30
C102050,at_risk,110812.43,29,0.6127,0.3873,6236.49,68
C102051,new,7525.43,4,0.7039,0.2961,2672.82,70
C102052,regular,169526.99,26,0.8606,0.1394,7576.55,31
C102053,high_value,178766.46,28,0.9385,0.0615,6802.95,10
C102054,regular,46990.29,16,0.8797,0.1203,3338.34,59
C102055,regular,66660.22,14,0.9153,0.0847,5202.04,10
C102056,at_risk,13316.48,9,0.6463,0.3537,2289.51,22
C102057,regular,95617.91,21,0.995,0.005,4576.11,39
C102058,new,12672.94,2,0.7791,0.2209,8133.07,9
C102059,new,6447.91,2,0.8302,0.1698,3883.38,18
C102060,at_risk,429332.19,32,0.5827,0.4173,23026.86,65
C102061,regular,85164.23,27,0.8346,0.1654,3779.21,55
C102062,regular,183717.01,31,0.8941,0.1059,6627.95,12
C102063,new,5708.38,1,0.7081,0.2919,8061.52,42
C102064,regular,34600.03,24,0.9107,0.0893,1583.1,6
C102065,at_risk,75710.11,32,0.5849,0.4151,4045.18,51
C102066,regular,112304.59,25,0.8221,0.1779,5464.56,19
C102067,at_risk,452771.48,33,0.6981,0.3019,19653.25,28
C102068,regular,153406.93,28,0.8858,0.1142,6185.1,36
C102069,regular,33461.32,13,0.8363,0.1637,3077.75,12
C102070,high_value,961326.03,38,0.995,0.005,25425.18,18
C102071,regular,170377.34,13,0.8772,0.1228,14940.45,95
C102072,regular,89907.2,20,0.9591,0.0409,4687.27,27
C102073,high_value,2332678.97,54,0.927,0.073,46599.66,37
C102074,regular,121245.46,24,0.8857,0.1143,5704.1,37
C102075,regular,104243.88,24,0.9255,0.0745,4693.05,78
C102076,at_risk,154008.57,21,0.6467,0.3533,11340.34,58
C102077,new,11793.37,3,0.8146,0.1854,4825.94,13
C102078,regular,56304.11,10,0.906,0.094,6214.85,84
C102079,new,4602.0,2,0.8038,0.1962,2862.69,104
C102080,regular,352617.36,28,0.9436,0.0564,13346.86,13
C102081,regular,372452.05,16,0.919,0.081,25329.28,25
C102082,regular,274376.36,31,0.9036,0.0964,9795.31,30
C102083,new,1941.58,1,0.715,0.285,2715.65,26
C102084,regular,299143.67,27,0.937,0.063,11824.8,51
C102085,regular,517997.53,34,0.9119,0.0881,16707.16,28
C102086,regular,159454.53,24,0.8914,0.1086,7453.48,22
C102087,regular,313225.13,21,0.9675,0.0325,15416.53,53
C102088,regular,93502.08,11,0.8457,0.1543,10050.5,4
C102089,regular,117690.76,17,0.984,0.016,7035.69,39
C102090,regular,214921.84,30,0.909,0.091,7881.28,47
C102091,high_value,760967.01,24,0.9743,0.0257,32543.71,81
C102092,regular,36204.99,17,0.8922,0.1078,2386.97,35
C102093,regular,44613.32,7,0.835,0.165,7632.9,7
C102094,at_risk,36447.4,14,0.6137,0.3863,4241.99,37
C102095,regular,33441.5,13,0.9251,0.0749,2780.81,6
C102096,new,12258.64,3,0.8104,0.1896,5042.03,44
C102097,regular,55105.34,23,0.9011,0.0989,2658.88,72
C102098,new,12194.09,3,0.6813,0.3187,5965.78,32
C102099,regular,145813.73,24,0.8406,0.1594,7227.44,28
C102100,high_value,2199838.77,68,0.995,0.005,32513.14,57
C102101,new,4889.61,1,0.7308,0.2692,6690.43,43
C102102,high_value,927993.26,38,0.995,0.005,24543.59,54
C102103,at_risk,198214.24,35,0.578,0.422,9798.61,129
C102104,regular,107990.72,34,0.9018,0.0982,3522.11,23
C102105,regular,200444.04,33,0.9381,0.0619,6474.62,46
C102106,regular,128605.35,21,0.8731,0.1269,7014.23,85
C102107,at_risk,531238.92,24,0.6916,0.3084,32003.13,86
C102108,regular,144452.26,22,0.9134,0.0866,7188.48,49
C102109,new,2364.44,1,0.8007,0.1993,2952.83,28
C102110,regular,102945.42,29,0.898,0.102,3953.24,53
C102111,regular,70086.61,7,0.9396,0.0604,10655.51,54
C102112,new,3337.95,1,0.851,0.149,3922.18,60
C102113,regular,128688.27,23,0.9041,0.0959,6188.69,14
C102114,new,17555.06,4,0.8578,0.1422,5116.08,103
C102115,at_risk,347238.33,27,0.5925,0.4075,21706.59,85
C102116,regular,148652.4,19,0.9444,0.0556,8284.56,32
C102117,new,4374.09,2,0.802,0.198,2726.96,80
C102118,new,1225.02,1,0.7319,0.2681,1673.73,31
C102119,regular,86675.54,28,0.9196,0.0804,3366.12,92
C102120,regular,155566.2,29,0.9103,0.0897,5892.75,36
C102121,new,1536.87,1,0.7416,0.2584,2072.36,16
C102122,regular,275180.66,25,0.9261,0.0739,11885.44,118
C102123,new,11769.02,5,0.7866,0.2134,2992.44,59
C102124,regular,251230.06,25,0.9067,0.0933,11082.86,29
C102125,regular,98857.57,26,0.9069,0.0931,4192.47,97
C102126,regular,95968.11,22,0.9059,0.0941,4815.04,54
C102127,regular,40458.23,12,0.8935,0.1065,3773.58,26
C102128,new,8464.82,2,0.7863,0.2137,5382.74,98
C102129,new,23833.09,4,0.751,0.249,7933.53,60
C102130,regular,63106.25,14,0.995,0.005,4530.24,44
C102131,high_value,345539.28,23,0.8966,0.1034,16756.39,35
C102132,at_risk,30630.6,9,0.5937,0.4063,5732.65,16
C102133,at_risk,78203.71,26,0.5972,0.4028,5036.21,2
C102134,regular,80893.98,27,0.995,0.005,3011.13,56
C102135,regular,117857.85,23,0.8506,0.1494,6024.33,13
C102136,regular,102664.63,12,0.9292,0.0708,9207.59,16
C102137,high_value,519539.4,18,0.9712,0.0288,29719.89,30
C102138,high_value,1866233.99,62,0.975,0.025,30871.97,31
C102139,high_value,879274.61,21,0.995,0.005,42080.62,18
C102140,high_value,1663777.6,38,0.995,0.005,44003.64,56
C102141,regular,116413.34,31,0.8897,0.1103,4220.79,7
C102142,high_value,1553830.21,51,0.9687,0.0313,31450.7,55
C102143,high_value,2063873.11,43,0.8761,0.1239,54783.93,28
C102144,regular,192271.19,34,0.9145,0.0855,6184.02,17
C102145,at_risk,124718.77,25,0.5843,0.4157,8538.43,8
C102146,new,3355.74,3,0.7716,0.2284,1449.66,39
C102147,at_risk,58638.57,15,0.5442,0.4558,7184.01,12
C102148,high_value,692468.81,29,0.9782,0.0218,24409.9,10
C102149,new,1670.33,1,0.7037,0.2963,2373.79,84
C102150,regular,126668.98,24,0.9167,0.0833,5757.64,9
C102151,new,4020.68,2,0.7248,0.2752,2773.62,7
C102152,high_value,249947.88,20,0.9218,0.0782,13558.1,52
C102153,high_value,2095501.96,54,0.995,0.005,39000.59,41
C102154,regular,130499.8,12,0.9365,0.0635,11612.91,22
C102155,high_value,1311944.49,41,0.995,0.005,32159.44,15
C102156,new,4987.98,1,0.8502,0.1498,5866.92,19
C102157,regular,134109.52,33,0.8752,0.1248,4643.31,22
C102158,regular,55564.01,12,0.9775,0.0225,4737.14,48
C102159,new,7092.13,4,0.7141,0.2859,2483.06,40
C102160,regular,69323.39,18,0.9436,0.0564,4081.61,25
C102161,regular,92606.59,30,0.8878,0.1122,3477.01,25
C102162,regular,158534.15,21,0.8681,0.1319,8695.92,54
C102163,regular,73557.2,13,0.9377,0.0623,6034.49,17
C102164,high_value,666946.96,17,0.995,0.005,39429.32,8
C102165,regular,50975.47,8,0.9512,0.0488,6698.93,78
C102166,high_value,348278.4,24,0.9697,0.0303,14965.52,25
C102167,regular,192027.2,16,0.9159,0.0841,13103.18,110
C102168,regular,315680.92,25,0.9337,0.0663,13523.74,23
C102169,regular,63121.96,26,0.9237,0.0763,2628.39,33
C102170,regular,104076.43,12,0.9344,0.0656,9282.32,16
C102171,regular,67641.37,10,0.9192,0.0808,7358.88,40
C102172,regular,124280.87,26,0.9479,0.0521,5042.63,26
C102173,new,3741.71,2,0.7068,0.2932,2647.03,28
C102174,regular,70371.61,10,0.9041,0.0959,7783.67,36
C102175,regular,14924.51,7,0.8477,0.1523,2515.05,23
C102176,regular,268075.15,20,0.9225,0.0775,14530.58,39
C102177,high_value,3596747.26,45,0.995,0.005,80329.36,19
C102178,regular,168684.53,22,0.8887,0.1113,8628.08,38
C102179,at_risk,338463.38,31,0.6257,0.3743,17448.8,6
C102180,high_value,1057911.14,24,0.994,0.006,44343.84,9
C102181,at_risk,61359.75,9,0.527,0.473,12938.07,15
C102182,high_value,863261.49,36,0.9365,0.0635,25605.29,11
C102183,new,3339.87,3,0.7964,0.2036,1397.9,12
C102184,regular,40934.11,13,0.7796,0.2204,4038.78,46
C102185,new,3527.23,1,0.736,0.264,4792.14,26
C102186,high_value,374730.85,21,0.995,0.005,17934.0,23
C102187,regular,53991.71,12,0.9551,0.0449,4710.65,40
C102188,regular,28332.47,12,0.9268,0.0732,2547.4,42
C102189,at_risk,52704.99,30,0.6597,0.3403,2663.08,21
C102190,new,12443.07,5,0.7897,0.2103,3151.42,66
C102191,regular,76704.43,15,0.935,0.065,5469.16,27
C102192,high_value,2976031.41,58,0.9458,0.0542,54251.56,49
C102193,new,3592.97,2,0.7852,0.2148,2287.9,19
C102194,regular,26363.43,6,0.8815,0.1185,4984.33,38
C102195,high_value,797938.68,49,0.995,0.005,16366.29,53
C102196,new,7526.06,3,0.8485,0.1515,2956.72,49
C102197,regular,18291.75,6,0.9721,0.0279,3136.14,45
C102198,regular,142149.43,16,0.8916,0.1084,9964.1,18
C102199,regular,68249.92,6,0.8671,0.1329,13118.73,11
C102200,new,30489.15,5,0.8375,0.1625,7281.3,10
C102201,at_risk,263973.48,38,0.6445,0.3555,10778.79,22
C102202,high_value,5883187.76,58,0.9748,0.0252,104057.96,21
C102203,new,5474.93,4,0.7515,0.2485,1821.37,42
C102204,regular,89239.54,15,0.9292,0.0708,6402.92,32
C102205,regular,104091.13,22,0.8612,0.1388,5494.22,10
C102206,regular,46495.97,6,0.9385,0.0615,8256.85,59
C102207,regular,143760.23,23,0.972,0.028,6430.17,37
C102208,new,6913.31,4,0.8534,0.1466,2025.23,17
C102209,new,32065.05,5,0.8119,0.1881,7898.93,20
C102210,at_risk,95330.29,24,0.5578,0.4422,7120.89,78
C102211,regular,79048.18,24,0.9189,0.0811,3584.44,11
C102212,high_value,362177.88,17,0.995,0.005,21411.64,81
C102213,regular,86978.24,22,0.8709,0.1291,4539.56,26
C102214,at_risk,40474.13,8,0.6173,0.3827,8195.31,27
C102215,new,3101.7,1,0.8436,0.1564,3676.7,40
C102216,new,21847.02,5,0.8078,0.1922,5409.21,7
C102217,at_risk,165140.49,24,0.7316,0.2684,9405.12,37
C102218,at_risk,235430.26,23,0.587,0.413,17437.37,52
C102219,regular,114700.37,24,0.8655,0.1345,5522.12,22
C102220,regular,208525.68,29,0.9651,0.0349,7450.68,30
C102221,regular,44750.86,8,0.8562,0.1438,6533.46,112
C102222,regular,65759.35,10,0.9011,0.0989,7297.31,56
C102223,new,10593.69,3,0.777,0.223,4544.43,14
C102224,high_value,2691383.81,35,0.995,0.005,77283.1,21
C102225,regular,39520.12,15,0.9376,0.0624,2809.89,25
C102226,regular,218020.16,25,0.9306,0.0694,9371.49,58
C102227,new,7818.21,3,0.7619,0.2381,3420.53,14
C102228,new,4659.01,2,0.8347,0.1653,2790.91,49
C102229,regular,200869.53,31,0.995,0.005,6512.22,49
C102230,regular,796980.62,32,0.9411,0.0589,26464.18,32
C102231,regular,105662.68,22,0.9145,0.0855,5251.97,60
C102232,new,17344.59,4,0.7216,0.2784,6009.1,16
C102233,at_risk,214358.87,24,0.5913,0.4087,15104.72,68
C102234,high_value,747057.72,29,0.9504,0.0496,27105.5,6
C102235,high_value,3282063.62,49,0.9359,0.0641,71565.14,14
C102236,new,29030.01,5,0.7793,0.2207,7450.5,6
C102237,regular,130696.55,17,0.99,0.01,7765.6,16
C102238,regular,506042.89,17,0.9661,0.0339,30811.03,49
C102239,regular,45707.7,7,0.9029,0.0971,7232.27,41
C102240,regular,101811.6,19,0.8556,0.1444,6262.66,37
C102241,new,23798.97,4,0.8402,0.1598,7081.5,16
C102242,regular,68579.11,20,0.9078,0.0922,3777.25,30
C102243,regular,150460.71,12,0.8323,0.1677,15064.62,68
C102244,regular,90632.59,28,0.9421,0.0579,3435.96,17
C102245,new,1338.08,1,0.8262,0.1738,1619.64,18
C102246,regular,190931.18,29,0.8008,0.1992,8221.22,18
C102247,regular,61219.4,14,0.8729,0.1271,5009.55,35
C102248,regular,169629.3,32,0.905,0.095,5857.17,46
C102249,regular,25209.76,9,0.9431,0.0569,2970.23,54
C102250,regular,386106.24,32,0.8868,0.1132,13606.15,25
C102251,high_value,1108490.52,60,0.9226,0.0774,20025.77,23
C102252,regular,147265.19,28,0.9427,0.0573,5579.02,20
C102253,regular,35540.31,12,0.8889,0.1111,3331.77,44
C102254,at_risk,44332.53,14,0.6444,0.3556,4914.1,8
C102255,regular,267198.49,24,0.86,0.14,12945.94,28
C102256,at_risk,111954.65,26,0.5591,0.4409,7700.95,28
C102257,high_value,813514.07,27,0.994,0.006,30312.42,49
C102258,new,19405.75,3,0.7914,0.2086,8173.97,10
C102259,regular,70307.09,15,0.9515,0.0485,4926.0,52
C102260,regular,200764.24,29,0.886,0.114,7813.37,43
C102261,at_risk,48885.59,14,0.5842,0.4158,5976.9,96
C102262,regular,100281.05,10,0.9712,0.0288,10325.13,85
C102263,new,7892.97,4,0.7115,0.2885,2773.49,65
C102264,regular,105975.27,13,0.9663,0.0337,8436.11,4
C102265,new,3597.0,2,0.8394,0.1606,2142.54,11
C102266,high_value,2648763.59,57,0.995,0.005,46703.05,60
C102267,regular,23898.0,14,0.879,0.121,1941.87,27
C102268,high_value,1833776.79,46,0.9233,0.0767,43178.38,84
C102269,high_value,3134559.08,60,0.9505,0.0495,54960.59,32
C102270,regular,89268.61,11,0.8517,0.1483,9528.13,48
C102271,regular,79956.27,15,0.8667,0.1333,6150.08,46
C102272,high_value,431159.87,19,0.989,0.011,22944.72,32
C102273,high_value,2145463.05,69,0.9892,0.0108,31432.49,60
C102274,high_value,2067561.06,38,0.9128,0.0872,59609.27,51
C102275,new,10163.46,4,0.8104,0.1896,3135.22,12
C102276,regular,116075.04,23,0.9304,0.0696,5424.02,117
C102277,regular,143676.29,24,0.9779,0.0221,6121.52,11
C102278,high_value,601851.57,30,0.9856,0.0144,20354.6,17
C102279,regular,56488.62,22,0.9576,0.0424,2681.25,48
C102280,regular,74024.68,11,0.9315,0.0685,7224.63,42
C102281,new,19802.8,4,0.8241,0.1759,6007.43,54
C102282,regular,28766.37,11,0.8521,0.1479,3069.11,26
C102283,regular,160770.36,32,0.9045,0.0955,5554.4,44
C102284,regular,83634.55,13,0.9082,0.0918,7083.35,18
C102285,new,3824.55,1,0.769,0.231,4973.21,32
C102286,high_value,1007011.66,25,0.98,0.02,41103.57,78
C102287,high_value,1813922.21,69,0.9885,0.0115,26593.3,11
C102288,new,7094.29,3,0.7977,0.2023,2964.66,63
C102289,regular,84678.77,8,0.902,0.098,11734.38,28
C102290,at_risk,37764.94,24,0.5869,0.4131,2681.14,15
C102291,regular,75488.4,19,0.9594,0.0406,4141.32,16
C102292,regular,80219.82,6,0.9257,0.0743,14442.5,27
C102293,regular,141829.7,15,0.8642,0.1358,10941.59,65
C102294,regular,138779.92,30,0.9013,0.0987,5132.67,44
C102295,new,4232.47,1,0.7016,0.2984,6033.01,10
C102296,high_value,2035297.94,63,0.9616,0.0384,33596.71,61
C102297,new,8866.79,3,0.7711,0.2289,3833.09,54
C102298,new,3637.56,2,0.7541,0.2459,2411.7,6
C102299,high_value,687959.46,22,0.995,0.005,31428.02,15
C102300,at_risk,105799.44,25,0.568,0.432,7451.02,69
C102301,high_value,752166.02,39,0.9918,0.0082,19446.0,32
C102302,regular,45692.17,13,0.995,0.005,3532.44,60
C102303,regular,73214.26,26,0.9585,0.0415,2937.92,3
C102304,regular,137157.18,20,0.9086,0.0914,7547.88,1
C102305,regular,59552.59,16,0.859,0.141,4333.15,50
C102306,regular,266742.35,25,0.8487,0.1513,12571.7,20
C102307,regular,91715.02,23,0.8915,0.1085,4473.02,52
C102308,regular,52227.52,15,0.8791,0.1209,3960.75,61
C102309,high_value,1326125.24,55,0.9276,0.0724,25992.71,20
C102310,at_risk,433704.73,27,0.6053,0.3947,26536.79,30
C102311,new,8564.28,5,0.7754,0.2246,2209.0,25
C102312,regular,82649.05,12,0.9318,0.0682,7391.25,20
C102313,new,16548.62,5,0.7243,0.2757,4569.55,37
C102314,regular,125409.21,32,0.8793,0.1207,4457.0,57
C102315,regular,58959.57,10,0.9028,0.0972,6530.64,18
C102316,new,7674.75,3,0.7712,0.2288,3317.22,18
C102317,high_value,1519361.08,47,0.995,0.005,32489.28,20
C102318,regular,339580.99,33,0.9205,0.0795,11179.66,48
C102319,at_risk,46051.15,32,0.5474,0.4526,2629.03,61
C102320,new,3430.39,3,0.7988,0.2012,1431.45,25
C102321,new,19535.75,4,0.8046,0.1954,6070.36,4
C102322,regular,119128.14,19,0.9044,0.0956,6932.9,13
C102323,new,7432.35,4,0.7254,0.2746,2561.48,24
C102324,regular,233631.69,34,0.9891,0.0109,6947.16,16
C102325,at_risk,157634.65,35,0.5719,0.4281,7875.85,10
C102326,regular,109405.81,16,0.9397,0.0603,7276.38,33
C102327,new,31091.95,4,0.789,0.211,9851.67,135
C102328,regular,52805.07,22,0.937,0.063,2561.51,14
C102329,regular,183007.66,23,0.9868,0.0132,8063.22,38
C102330,regular,99573.77,15,0.9353,0.0647,7097.66,46
C102331,regular,112784.24,12,0.8849,0.1151,10621.66,49
C102332,high_value,705257.13,25,0.995,0.005,28352.05,30
C102333,new,4227.3,4,0.7516,0.2484,1406.1,11
C102334,regular,174734.1,21,0.9174,0.0826,9070.23,57
C102335,regular,123867.93,25,0.8518,0.1482,5816.68,7
C102336,high_value,2212975.66,34,0.9135,0.0865,71250.52,28
C102337,regular,136019.03,13,0.9123,0.0877,11468.66,26
C102338,regular,143564.95,28,0.9266,0.0734,5533.69,12
C102339,new,10945.19,5,0.7034,0.2966,3112.11,20
C102340,new,8908.8,5,0.8024,0.1976,2220.6,48
C102341,new,1379.68,1,0.7431,0.2569,1856.58,28
C102342,high_value,1820758.51,35,0.995,0.005,52283.09,8
C102343,regular,159800.1,24,0.8942,0.1058,7446.46,52
C102344,high_value,960020.35,30,0.9094,0.0906,35187.35,94
C102345,new,5994.63,3,0.7834,0.2166,2550.65,10
C102346,high_value,1213712.98,67,0.9188,0.0812,19716.72,30
C102347,high_value,493275.91,26,0.995,0.005,19067.49,31
C102348,new,25888.88,3,0.78,0.22,11063.28,9
C102349,new,8911.26,3,0.7732,0.2268,3841.85,71
C102350,new,5062.58,3,0.8066,0.1934,2092.07,31
C102351,high_value,4307059.95,53,0.9148,0.0852,88836.13,58
C102352,regular,46668.64,10,0.852,0.148,5477.62,39
C102353,regular,256712.78,33,0.9284,0.0716,8379.34,69
C102354,regular,31830.29,7,0.8605,0.1395,5284.26,39
C102355,high_value,1018805.13,65,0.9105,0.0895,17214.64,22
C102356,regular,365857.38,24,0.9477,0.0523,16086.1,45
C102357,regular,331307.22,18,0.9336,0.0664,19714.45,16
C102358,at_risk,139106.18,32,0.5636,0.4364,7713.34,48
C102359,new,3207.89,4,0.7521,0.2479,1066.26,14
C102360,high_value,1703014.7,58,0.9193,0.0807,31938.76,29
C102361,new,2949.37,3,0.8599,0.1401,1143.25,25
C102362,regular,239856.17,24,0.9508,0.0492,10511.48,37
C102363,high_value,1997029.11,58,0.9411,0.0589,36587.96,77
C102364,regular,397622.84,28,0.9359,0.0641,15172.97,20
C102365,regular,59167.98,25,0.849,0.151,2787.75,55
C102366,regular,62800.25,24,0.8797,0.1203,2974.41,71
C102367,regular,149456.1,30,0.9147,0.0853,5446.34,54
C102368,regular,160835.44,26,0.9304,0.0696,6649.08,37
C102369,regular,153077.17,29,0.9056,0.0944,5828.67,36
C102370,regular,41252.85,17,0.9212,0.0788,2634.33,19
C102371,regular,123054.64,11,0.9135,0.0865,12245.73,7
C102372,regular,230231.49,12,0.9026,0.0974,21255.4,32
C102373,regular,271178.18,23,0.8967,0.1033,13149.0,75
C102374,regular,220908.23,21,0.8908,0.1092,11808.74,81
C102375,new,3904.15,2,0.7904,0.2096,2469.61,9
C102376,high_value,568906.16,23,0.9785,0.0215,25278.88,80
C102377,regular,54112.22,8,0.9189,0.0811,7360.8,46
C102378,new,5056.12,3,0.727,0.273,2318.37,43
C102379,regular,38903.29,11,0.865,0.135,4088.4,74
C102380,high_value,371939.31,22,0.9779,0.0221,17287.53,61
C102381,regular,224525.94,34,0.9762,0.0238,6764.53,14
C102382,new,11903.84,5,0.7869,0.2131,3025.66,17
C102383,new,1217.13,2,0.7615,0.2385,799.19,6
C102384,new,2605.35,1,0.7901,0.2099,3297.52,42
C102385,high_value,1026966.27,58,0.9088,0.0912,19482.26,15
C102386,at_risk,209542.73,32,0.6789,0.3211,9645.29,22
C102387,new,26909.28,5,0.7884,0.2116,6826.33,69
C102388,high_value,1156629.66,56,0.9299,0.0701,22211.71,46
C102389,new,7763.86,1,0.7725,0.2275,10050.37,46
C102390,regular,495215.94,27,0.8863,0.1137,20694.66,115
C102391,high_value,1111312.41,55,0.995,0.005,20307.22,1
C102392,regular,130279.7,27,0.9009,0.0991,5355.95,16
C102393,new,3215.97,4,0.787,0.213,1021.6,25
C102394,regular,52098.51,11,0.9358,0.0642,5061.06,17
C102395,at_risk,87857.65,35,0.5867,0.4133,4278.79,58
C102396,regular,76857.43,7,0.9187,0.0813,11951.05,27
C102397,new,8236.23,5,0.7923,0.2077,2078.94,12
C102398,new,2852.69,2,0.7101,0.2899,2008.75,39
C102399,regular,159891.38,14,0.9214,0.0786,12395.45,44
C102400,regular,111060.75,30,0.9079,0.0921,4077.39,13
C102401,high_value,2285365.97,38,0.9658,0.0342,62267.75,28
C102402,high_value,1234257.63,43,0.9616,0.0384,29849.8,45
C102403,high_value,327802.2,15,0.9717,0.0283,22490.81,71
C102404,high_value,981418.49,31,0.995,0.005,31817.75,18
C102405,regular,96477.49,20,0.8569,0.1431,5629.3,48
C102406,regular,123542.3,28,0.8946,0.1054,4932.05,21
C102407,regular,126974.45,20,0.94,0.06,6753.98,34
C102408,regular,222239.38,20,0.9316,0.0684,11927.3,14
C102409,at_risk,26385.99,13,0.6407,0.3593,3168.06,47
C102410,regular,95590.05,23,0.995,0.005,4176.97,63
C102411,at_risk,31720.94,15,0.6476,0.3524,3265.3,29
C102412,regular,375302.49,33,0.9609,0.0391,11835.67,26
C102413,regular,110882.39,18,0.8962,0.1038,6873.75,25
C102414,regular,465003.51,23,0.8653,0.1347,23364.27,11
C102415,new,5893.6,2,0.7659,0.2341,3847.72,53
